date,window_id,window_start,window_end,n_days,n_assets,corr_k_edge_mean,corr_k_edge_median,corr_k_edge_q10,corr_k_edge_q05,corr_k_edge_ltm10,corr_k_edge_frac_neg,corr_f_edge_mean,corr_f_edge_median,corr_f_edge_q10,corr_f_edge_q05,corr_f_edge_ltm10,corr_f_edge_frac_neg,corr_k_vertex_mean,corr_k_vertex_median,corr_k_vertex_q10,corr_f_vertex_mean,corr_f_vertex_median,corr_f_vertex_q10,prec_k_edge_mean,prec_k_edge_median,prec_k_edge_q10,prec_k_edge_q05,prec_k_edge_ltm10,prec_k_edge_frac_neg,prec_f_edge_mean,prec_f_edge_median,prec_f_edge_q10,prec_f_edge_q05,prec_f_edge_ltm10,prec_f_edge_frac_neg,prec_k_vertex_mean,prec_k_vertex_median,prec_k_vertex_q10,prec_f_vertex_mean,prec_f_vertex_median,prec_f_vertex_q10
2011-01-18,10,2010-01-20,2011-01-18,252,150,0.24423826145273508,0.27721395551020916,0.08725628468517778,0.0339643732631455,-0.013677976478956274,0.035483870967741936,-3147.4487030571377,-3054.478548912168,-5014.003066364132,-5706.125118068768,-5839.4330557004605,0.9967741935483871,0.17417298768450715,0.18679023426121244,0.05466691930433551,-2178.316246295656,-2412.9995338915105,-3449.9939599319277,0.13236114872558005,0.15732707129204376,-0.04180062381799563,-0.12643017453881758,-0.15643511755878226,0.14,-85.25238740236573,-69.67477864338403,-171.28742516053975,-202.3827609205807,-214.75952107029005,0.9993333333333333,0.13928168522173298,0.1292800026872969,0.004944207804191004,-62.28894125546877,-63.43815770445058,-100.25672587867496
2011-01-19,11,2010-01-21,2011-01-19,252,150,0.2467694937264262,0.2809328538456003,0.08609423563212275,0.03336245933314774,-0.0145138394426987,0.03612903225806452,-3137.7604051782255,-3050.045475903657,-4982.251180751271,-5672.578330838076,-5807.006501486902,0.9967741935483871,0.17603319899957617,0.18750566894020215,0.05604780074853571,-2151.9297223892204,-2361.94536718593,-3458.321700520188,0.05783529558097737,0.06621438955272108,-0.03483168987825858,-0.07180804570387378,-0.08557389856838135,0.184,-179.63820936581368,-168.57459026034613,-275.0485827151261,-317.3948459539311,-330.55236656924205,1.0,0.053790742109283064,0.057898529991304515,0.01747122690235253,-167.11098175730046,-160.07470794536096,-228.7413799589175
2011-01-20,12,2010-01-22,2011-01-20,252,150,0.24766719855244615,0.28402489440037737,0.08188414398069856,0.03010425217438062,-0.018554273407300474,0.03483870967741935,-3115.9629163134446,-3060.5590973727503,-4916.353108963603,-5555.358862864936,-5721.115316351578,0.9967741935483871,0.1773743392614651,0.183873871904044,0.054715310577050556,-2119.8096111467376,-2393.5648478370117,-3487.7292693422582,0.1348287687764246,0.15874358512785447,-0.03680925514590738,-0.12078032935625949,-0.1527797415426297,0.1419053964023984,-84.30286383399833,-71.23205735585978,-165.1625866481276,-200.45321474657507,-209.6422218210384,0.9986675549633578,0.14039880284173922,0.12779453495273865,0.016221270112416888,-61.50890109705461,-62.747764934967776,-106.5095689614224
2011-01-21,13,2010-01-25,2011-01-21,252,150,0.24609901250857,0.2833798479275217,0.08360860179816021,0.032899133994827245,-0.017970698864413864,0.03873466752743705,-3108.19654924339,-3038.1555967638456,-4917.4729752567355,-5567.947863812761,-5704.881085538425,0.9974176888315042,0.17412309573832702,0.17910939286475377,0.052276184904721294,-2143.671107097432,-2358.6250615064064,-3578.208328794221,0.13583650007937992,0.16288507989385437,-0.036907475092498476,-0.12469662117255398,-0.15432266884167234,0.13990672884743505,-87.50383493744363,-73.63096728871862,-175.83685352351966,-210.2590418924506,-219.86243535518201,0.9993337774816788,0.14231963186865224,0.13373490924560505,0.0,-63.59230351911899,-65.1777942887689,-109.41039864470545
2011-01-24,14,2010-01-26,2011-01-24,252,150,0.24516527156563492,0.2816847841172331,0.08311972417406219,0.027016955697913514,-0.020953283842522055,0.039380245319561004,-3103.1346448416957,-3014.883833222968,-4906.223762017369,-5547.514124506682,-5707.396157057826,0.9974176888315042,0.17335862066211682,0.1804322301000737,0.0515486528553218,-2139.1627496002957,-2377.291522075322,-3577.5753349179267,0.135671609514134,0.16207743647077422,-0.034710080703407975,-0.12759867092141386,-0.1550929676250037,0.14057295136575615,-87.2668733676318,-73.60255141663124,-173.1895915257241,-207.12633601493957,-218.65962745013454,0.9993337774816788,0.14274801688046088,0.13315747989529547,0.0,-63.26941649689084,-65.43530317289118,-108.550736518572
2011-01-25,15,2010-01-27,2011-01-25,252,150,0.24485056263676816,0.277959802888906,0.08675910693511524,0.02906689802409146,-0.018083454224208966,0.03808908973531311,-3110.524874357674,-3013.2239539018406,-4899.072785933511,-5611.195891663289,-5750.140761322964,0.9974176888315042,0.17334449830489557,0.17965838817251,0.0513411504578821,-2160.327204936043,-2362.886217196554,-3556.870576178069,0.13661527972084153,0.16388169745938608,-0.03685992262914728,-0.13553570259352088,-0.15630606987477355,0.14057295136575615,-87.13790195352999,-73.56219158605369,-174.9082678930983,-208.041488774167,-218.1121751226154,0.9993337774816788,0.1440887931356667,0.12992068666514173,0.0,-63.46182852084254,-64.840391820909,-110.5015226503475
2011-01-26,16,2010-01-28,2011-01-26,252,150,0.24462658172143906,0.27912029884542544,0.08565102137776386,0.03733648088879038,-0.02357180976367172,0.03808908973531311,-3142.4821438549147,-3032.155881707604,-4968.445291863162,-5647.640561652483,-5805.205685246632,0.9974176888315042,0.17373071982601918,0.17493122596264582,0.04895355457633799,-2187.6262044130212,-2409.6586206772636,-3704.9186920047528,0.13638813265471705,0.16258199271499257,-0.033500109238207676,-0.1404578417528537,-0.15760593913137538,0.1411451398135819,-88.71643162141754,-73.46739185191967,-178.6511502644083,-213.2347623045539,-225.77341740164454,1.0,0.13778680518159359,0.13157651120048086,0.0,-64.88045778310683,-67.55557470658167,-111.57776953905253
2011-01-27,17,2010-01-29,2011-01-27,252,150,0.2435422164154501,0.2789838617437037,0.08254620411910428,0.029549091252812465,-0.023222102907473854,0.035506778566817304,-3127.406910111993,-3056.6982017731934,-4972.5594624756295,-5653.075165683736,-5840.178480149899,0.9974176888315042,0.17523989518244262,0.1795838072614968,0.047116753465128614,-2176.961863829696,-2441.8239901922716,-3646.7516133910026,0.05865143898036409,0.06834844257010769,-0.03593131540827968,-0.07511014164825869,-0.09496174006242836,0.18,-186.73445217726598,-179.74386229712624,-290.26854874542306,-320.6785948014613,-333.8219550115125,1.0,0.05254493555943745,0.05368092639246244,0.014718467266787598,-171.5859777806108,-161.6760995930652,-245.19019597558642
2011-01-28,18,2010-02-01,2011-01-28,252,150,0.2436639378247242,0.2783852601095719,0.0790501271151171,0.02622657682330609,-0.023227057073982208,0.03808908973531311,-3118.656531651118,-3045.7849158168647,-4960.352836393924,-5649.202520609595,-5788.207683795005,0.9967721110393802,0.1753898328642094,0.18446076670826306,0.04661886013311808,-2180.9908402290007,-2429.1197044999444,-3647.6025944350877,0.13445703490575658,0.16016194096681813,-0.038379828846988095,-0.12810291786160333,-0.15391350263203166,0.14513981358189082,-87.00353726701564,-73.85994896580804,-170.77929332740683,-204.93471072476996,-217.4025591053955,1.0,0.13534209037346692,0.1298785252805112,0.0,-64.14676161879066,-65.99331376354904,-106.63107295871177
2011-01-31,19,2010-02-02,2011-01-31,252,150,0.24410762813363768,0.2772204274859924,0.09225585726286939,0.016771883371899943,-0.025488601725154967,0.041343669250646,-3113.6618033752006,-3042.6260470521643,-4943.007899964969,-5693.61084134563,-5769.640427989634,0.9974160206718347,0.17699516013121666,0.18524081964952357,0.04738248446174016,-2165.1682420670495,-2434.9782403120294,-3539.8298039360234,0.13464889968155097,0.16140903030494302,-0.03451097816888371,-0.13154030776870074,-0.15547748629452393,0.14457028647568287,-88.15444064359723,-73.24662027314511,-178.82623186840001,-215.11907680213685,-227.9571650062428,1.0,0.1358755300733449,0.12877387299322163,0.0,-65.4709843429925,-67.43054755377912,-105.54609762330959
2011-02-01,20,2010-02-03,2011-02-01,252,150,0.24283180967994533,0.27541045277328247,0.08992160097196189,0.02281366171921495,-0.02341648321947187,0.04392764857881137,-3115.2658333518484,-3033.942236208924,-4912.272394417898,-5620.729880985609,-5789.575814484918,0.9974160206718347,0.17537531180878083,0.18036804815523821,0.04804025266010207,-2172.9241271824803,-2433.3881528592096,-3632.805255587134,0.1343566232468355,0.159334069155876,-0.04162064996928092,-0.11938032416489798,-0.1545057617380481,0.144,-85.69603800979202,-72.3301343234989,-170.61127499859896,-203.98872131720069,-214.87851688416984,1.0,0.13646601968531924,0.13233786212993426,0.002448309369332028,-62.77033345602026,-65.9751595783212,-98.2998846925067
2011-02-02,21,2010-02-04,2011-02-02,252,150,0.24219430782828572,0.27299334353351035,0.09231393412687694,0.046173075416987897,-0.01973909479679556,0.03229974160206718,-3136.5448240392047,-3080.7159379495533,-5015.220978087838,-5613.778890491872,-5795.259999069896,0.9974160206718347,0.17592363183132043,0.17689532415913706,0.046648491800283146,-2166.0241709661645,-2427.011264989852,-3685.726346684272,0.13633771266907624,0.15899069584959546,-0.030788759841491764,-0.12378507473419109,-0.1518749132159293,0.1419053964023984,-85.41897703595853,-70.98637562840493,-171.37451938407315,-205.78882318720486,-215.42068513530245,1.0,0.13960073031261638,0.13350106158115782,0.01010094244916354,-62.47919094340765,-64.8800236381424,-102.11403296584038
2011-02-03,22,2010-02-05,2011-02-03,252,150,0.24029691829830155,0.2688902290640849,0.09336221779603848,0.044665336945249434,-0.013380866028168754,0.03165374677002584,-3133.7162280365446,-3061.101858851297,-5066.010666622127,-5643.169899710148,-5880.450853914979,0.9974160206718347,0.17444332104339955,0.17866248199753543,0.05167573695737676,-2223.2599143371885,-2422.6048521048992,-3795.1710134755817,0.13911483045972023,0.16300727810073012,-0.02967211483089098,-0.1221503497068883,-0.147565810054256,0.13,-88.64734904218724,-72.2365151319524,-182.16631344316932,-217.4008253231726,-228.8493821915218,0.9993333333333333,0.14251100489505453,0.13086551362013688,0.01371384955590681,-63.9549886870839,-68.0218242638931,-102.95967296535505
2011-02-04,23,2010-02-08,2011-02-04,252,150,0.24180833308447225,0.2701000102236593,0.09255483358779049,0.05530168990804285,-0.007255738977972663,0.028423772609819122,-3127.6984360799056,-3058.5018820550367,-5020.478641068459,-5636.419013382448,-5840.74938418575,0.9974160206718347,0.17616378033936553,0.17642544346522906,0.050488241298550944,-2191.341515214271,-2404.0970123763195,-3715.7150372531855,0.1387557090616213,0.1596907186543131,-0.03039896966086177,-0.1302592916771645,-0.14919428793892225,0.12733333333333333,-88.84373146696478,-73.9265261388403,-182.3455226432116,-215.0359654766369,-227.54463435452217,0.9993333333333333,0.14204483800349688,0.13345187543991463,0.014199281161708262,-63.90728551352353,-68.71604039382282,-103.28465119245028
2011-02-07,24,2010-02-09,2011-02-07,252,150,0.239882681005819,0.2670219994075196,0.09083754159922705,0.048642156013190996,-0.008833531517208403,0.0316333118140736,-3132.6549795434753,-3045.135474337729,-5087.734819415114,-5633.570920555608,-5876.639884395226,0.9974176888315042,0.17388402193363964,0.17477818277488616,0.05024059892707166,-2214.401624142313,-2393.210645293272,-3788.4850586490534,0.13890419450865488,0.16018561988332503,-0.026065194755096055,-0.12372763054202918,-0.1447395109643042,0.12858094603597603,-89.17565743217175,-74.07263029544595,-180.10773704585785,-218.69578434385036,-228.12604680666055,0.9993337774816788,0.14516116440371282,0.1377296168424889,0.024657051487319,-64.2963194637152,-68.50632146928184,-101.56743196009502
2011-02-08,25,2010-02-10,2011-02-08,252,150,0.2412113264834073,0.2665719417554049,0.09559795806575944,0.06189920722122733,0.0009726092522374314,0.027706185567010308,-3151.328976621027,-3062.688207097194,-5066.075085965429,-5716.430811321153,-5876.48281991064,0.9967783505154639,0.17656394253525798,0.1826424861514817,0.0559623670850799,-2212.494605003794,-2417.510708998532,-3745.981311385333,0.1391701881242412,0.16245244898089167,-0.025623943189673672,-0.12335231247337805,-0.14190671617727935,0.12666666666666668,-90.06080756618249,-74.23746361352269,-180.1118416192884,-217.32503782700806,-228.06428472333548,0.9993333333333333,0.13938277444321615,0.13333961281953394,0.0,-64.85441892252403,-69.3910202087537,-102.8236275311586
2011-02-09,26,2010-02-11,2011-02-09,252,150,0.23944121826147763,0.2639082361644959,0.10110059603076671,0.06360468835136986,0.004750900031189475,0.027706185567010308,-3167.1837764298634,-3062.718989701534,-5104.375410186085,-5760.13746821717,-5939.270752242598,0.9967783505154639,0.1768598332125903,0.18352802952600084,0.05667552074755712,-2244.226798240532,-2472.5291737796724,-3784.775771629782,0.13964640819655436,0.16246104317873433,-0.03193019198107772,-0.12072652480927258,-0.14198180995592555,0.13,-91.49311289084491,-74.25444181562139,-185.27830806855735,-219.9883145369133,-233.94081362872953,0.9993333333333333,0.13706712777943372,0.13551176211551688,0.0,-65.72442200926292,-70.21251231682052,-106.09861890525201
2011-02-10,27,2010-02-12,2011-02-10,252,150,0.2386923638415419,0.26415564699735744,0.09963010573945458,0.06113687721365757,0.0025656758892667634,0.02838709677419355,-3137.773652501897,-3032.7097877971382,-5068.326243954478,-5689.693227224043,-5918.848467972024,0.9961290322580645,0.17680547105579375,0.1777574733623353,0.054040797652880807,-2246.400819723021,-2439.161553564315,-3788.6821982581237,0.05698326388085733,0.06563757130307007,-0.040519345658157006,-0.08682014753473882,-0.102180807696204,0.188,-176.60194806003005,-168.35532634135072,-277.0251969706887,-315.73772791991365,-326.88060827827854,1.0,0.05070326935215541,0.05448484292135332,0.005654487254130651,-162.31410117857237,-154.86692529128706,-225.8737410001394
2011-02-11,28,2010-02-16,2011-02-11,252,150,0.24251945703159852,0.270099386782905,0.10176787969474377,0.06604090624654642,0.0005441547119478931,0.025789813023855575,-3137.2560498689754,-3033.2388554317968,-5047.803013223735,-5693.975544475825,-5896.4066750257625,0.9974210186976145,0.18267388517357916,0.18164073227466487,0.05316828187670734,-2239.2035891000387,-2455.745110542004,-3811.5493265478544,0.14116892672324793,0.16380581199173794,-0.027129733103467724,-0.10444059680688693,-0.1405236386809005,0.128,-92.09420062369644,-73.23147189931666,-187.31287294154922,-226.62589417574054,-242.15654269676432,1.0,0.14160798398641675,0.13767429875703424,0.0,-67.36843781621644,-70.45468877412208,-108.254655046344
2011-02-14,29,2010-02-17,2011-02-14,252,150,0.24012171588198786,0.26505183850019154,0.10317732434212934,0.06545203648823233,0.004270536586003246,0.025145067698259187,-3147.4118709329787,-3042.7751723403876,-5056.658426228223,-5710.406332946461,-5930.5104581394135,0.9974210186976145,0.18236892523036885,0.18656797835519368,0.057037241041753846,-2238.5031044466236,-2428.2079816570067,-3739.3634562980783,0.055867112192996664,0.06620156711367592,-0.048901146148355314,-0.08414432860830542,-0.09960865991945003,0.20533333333333334,-172.88899634246619,-165.23812392160247,-264.49719523026795,-303.4423617826959,-315.4020134444535,1.0,0.04956952254316779,0.054748176673775885,0.0014147940147221298,-160.12484818605682,-157.48239416264397,-224.4568889694524
2011-02-15,30,2010-02-18,2011-02-15,252,150,0.2391403408497806,0.2638703427617952,0.10319319592066074,0.06676149761127437,0.006456233904921134,0.023870967741935485,-3147.4702671250357,-3032.254310749813,-5078.743079648271,-5782.119941300083,-5965.04600396556,0.9967741935483871,0.1810084140832386,0.18932599594965285,0.05560394127578165,-2257.2050629251016,-2453.0946069877573,-3738.102136093515,0.14029342926527413,0.16002824576637753,-0.030515053922754262,-0.10900379145236817,-0.13836708896288094,0.12,-92.93705218694002,-74.84364852681398,-188.9220426048957,-228.93099001125262,-242.04766264024084,0.9993333333333333,0.14766080740299534,0.13664317778056456,0.0,-68.177520189887,-72.04133623473282,-108.90351047020782
2011-02-16,31,2010-02-19,2011-02-16,252,150,0.23880670016412406,0.2636980192295134,0.104116011427382,0.06520372639512995,0.007358890860001844,0.023886378308586184,-3141.7577764610173,-3020.8800061615457,-5068.753998428249,-5719.456812769937,-5941.451734653982,0.9967721110393802,0.17935898687641622,0.17782540409148667,0.055857510039464785,-2256.5482293947834,-2411.538804573476,-3757.6722040902127,0.056029997335771534,0.06641124895878792,-0.04165822649382566,-0.07755045787155006,-0.10057493204146524,0.20733333333333334,-175.17072588343964,-162.9001415984202,-277.81398538326,-314.11371997491256,-329.32276405681307,1.0,0.049724944995230703,0.055810375754604576,0.009453278260497374,-161.59019386965213,-154.5534710608261,-229.9739722117014
2011-02-17,32,2010-02-22,2011-02-17,252,150,0.23940732000984255,0.26370577420055313,0.10132418271285909,0.06678045443638991,0.008377028167965537,0.021963824289405683,-3129.5127241602163,-3016.082826017959,-5037.305928932626,-5711.189641865923,-5921.6707293675645,0.9967700258397932,0.1794028650831327,0.1826089758757174,0.05378794311530406,-2241.3097225673396,-2384.3965785122227,-3797.9284655810093,0.13898169590410236,0.15833000445266748,-0.03539098558810624,-0.11015901506573661,-0.13654976053694534,0.126,-92.35262277969385,-74.70034558924212,-188.61405001851816,-227.45569379262943,-244.23641108602314,0.9993333333333333,0.1438099966151485,0.1412455293126106,0.004846237544071521,-67.98116900100489,-71.72659288418274,-109.55008393840565
2011-02-18,33,2010-02-23,2011-02-18,252,150,0.23872180026206458,0.26405087298421775,0.10186380101216591,0.06898786028842463,0.00608687430314387,0.023255813953488372,-3132.6876730119175,-3017.6983471230615,-5046.6113211679385,-5714.77693959766,-5927.075002473712,0.9974160206718347,0.17855258042746192,0.1846461406174182,0.05399569683859897,-2230.9206855396164,-2419.457851409543,-3728.471224214001,0.054779651535445395,0.06758219039858515,-0.03878981310880798,-0.08492660411101466,-0.10055958651260824,0.19733333333333333,-174.7526700343426,-163.5591854773486,-275.0117293601865,-311.1801725320874,-324.1266666028598,1.0,0.048889507439928044,0.057261337543726545,0.006059430100620221,-161.43443759693312,-156.96882479791614,-230.1738775795157
2011-02-22,34,2010-02-24,2011-02-22,252,150,0.23718837816381028,0.26270528631965423,0.10375082209158426,0.0726369652943295,0.008533928739615003,0.02454780361757106,-3163.354147390258,-3025.017449406415,-5118.123075455742,-5786.0017825153745,-6022.740366207623,0.9974160206718347,0.17841203216665907,0.17729117134772282,0.05538902459960259,-2263.1974317465383,-2441.0825154075255,-3852.6500484983385,0.05543984731963478,0.06506308281054374,-0.039093348093850774,-0.08291552411034643,-0.09861785496648882,0.20533333333333334,-177.2964101149644,-164.88931654114342,-276.60732877121546,-313.7159562590704,-327.2124157056843,1.0,0.04918835760351043,0.05733493807556586,0.001243307259316775,-163.54895181883407,-154.77702004025645,-234.79897912506604
2011-02-23,35,2010-02-25,2011-02-23,252,150,0.23708158289439082,0.25988009745562485,0.10079362575289863,0.07074256180576333,0.011637594358099891,0.01937984496124031,-3151.050408664175,-3024.543878324951,-5132.412911184526,-5825.688589782924,-6062.1081212190975,0.9974160206718347,0.18007864373220375,0.18272587599671564,0.05843416325514906,-2236.794448017821,-2433.2029802062375,-3941.6881515015057,0.05271610994275888,0.08461029499521516,-0.169534520421955,-0.2659812143397717,-0.30834721926175823,0.30533333333333335,-45.54465250250391,-39.58870553134821,-79.46800655794263,-97.04349819736407,-99.73465658220903,1.0,0.04230191961467508,0.043868108196899624,-0.03756701785486185,-42.05950203385607,-41.12353938341374,-58.881878098464604
2011-02-24,36,2010-02-26,2011-02-24,252,150,0.23714716719825857,0.2625972919116064,0.1004414935096049,0.06757026681948386,0.010416389853290466,0.020671834625323,-3125.8103984158947,-3022.7701073163007,-5093.540879188104,-5791.968661777524,-6019.06449158401,0.9974160206718347,0.18036551555733057,0.1843224277651775,0.05451810541589034,-2206.487287096503,-2376.2896306801827,-3890.8453736747174,0.05783825925449167,0.06877246587048852,-0.04059373581673859,-0.07781926283666586,-0.097293425416121,0.192,-180.71641224119168,-173.10756908478757,-282.1970694646024,-319.3460434114095,-329.1532478397664,1.0,0.05091727743005804,0.057107276772663224,0.007421883430848865,-166.22719962548626,-158.33287293962633,-238.32100949552117
